./image/1.jpg	3	1080	1920	3	0.07571	21.9682	43.7275	65.7713
./image/1.jpg	5	1080	1920	3	0.069246	20.0864	150.956	171.112
./image/1.jpg	7	1080	1920	3	0.076818	21.8057	325.338	347.22
./image/1.jpg	9	1080	1920	3	0.067484	22.4093	585.966	608.443
./image/1.jpg	11	1080	1920	3	0.066308	22.299	936.036	958.402
./image/1.jpg	13	1080	1920	3	0.07344	23.2102	1460.37	1483.65
./image/1.jpg	15	1080	1920	3	0.06853	23.0893	2213.23	2236.39
./image/2.jpg	3	1025	1644	3	0.073882	19.8932	33.4312	53.3983
./image/2.jpg	5	1025	1644	3	0.067691	18.2601	121.941	140.269
./image/2.jpg	7	1025	1644	3	0.068779	17.786	314.201	332.056
./image/2.jpg	9	1025	1644	3	0.067584	18.4882	756.684	775.239
./image/2.jpg	11	1025	1644	3	0.06844	18.8972	1562.77	1581.74
./image/2.jpg	13	1025	1644	3	0.06926	19.0172	2872.2	2891.29
./image/2.jpg	15	1025	1644	3	0.069528	20.0372	4840.65	4860.75
./image/3.jpg	3	1080	1920	3	0.070191	23.1936	47.2392	70.503
./image/3.jpg	5	1080	1920	3	0.070442	22.9149	156.194	179.179
./image/3.jpg	7	1080	1920	3	0.067045	20.6041	337.284	357.955
./image/3.jpg	9	1080	1920	3	0.068114	21.0588	601.575	622.702
./image/3.jpg	11	1080	1920	3	0.068186	22.214	957.279	979.562
./image/3.jpg	13	1080	1920	3	0.069116	22.2733	1418.09	1440.43
./image/3.jpg	15	1080	1920	3	0.068736	22.5399	2005.54	2028.15
./image/4.jpg	3	700	700	3	0.070581	5.75709	12.7782	18.6059
./image/4.jpg	5	700	700	3	0.06586	4.97416	39.7107	44.7507
./image/4.jpg	7	700	700	3	0.068005	5.24849	82.2127	87.5292
./image/4.jpg	9	700	700	3	0.066813	5.45659	145.855	151.378
./image/4.jpg	11	700	700	3	0.068854	5.91373	239.435	245.417
./image/4.jpg	13	700	700	3	0.06824	6.03833	347.899	354.006
./image/4.jpg	15	700	700	3	0.066316	6.44106	496.345	502.852
./image/5.jpg	3	600	800	3	0.068062	5.55481	11.746	17.3689
./image/5.jpg	5	600	800	3	0.065235	5.31218	36.6329	42.0103
./image/5.jpg	7	600	800	3	0.064378	5.1366	78.076	83.2769
./image/5.jpg	9	600	800	3	0.066568	5.48258	146.545	152.094
./image/5.jpg	11	600	800	3	0.067638	5.39244	248.606	254.066
./image/5.jpg	13	600	800	3	0.066789	5.76986	389.797	395.633
./image/5.jpg	15	600	800	3	0.067223	6.24153	601.992	608.301
./image/6.jpg	3	240	240	3	0.068444	0.774389	4.54964	5.39247
./image/6.jpg	5	240	240	3	0.065623	0.829923	7.7223	8.61784
./image/6.jpg	7	240	240	3	0.069097	0.821856	12.8736	13.7646
./image/6.jpg	9	240	240	3	0.068915	0.974371	20.1706	21.2139
./image/6.jpg	11	240	240	3	0.06451	1.08332	31.3263	32.4741
./image/6.jpg	13	240	240	3	0.067904	1.19742	48.8952	50.1605
./image/6.jpg	15	240	240	3	0.065974	1.46872	73.5302	75.0649
./image/7.jpg	3	300	300	3	0.067412	1.21239	5.14772	6.42752
./image/7.jpg	5	300	300	3	0.071714	1.0491	10.0724	11.1932
./image/7.jpg	7	300	300	3	0.066131	1.25812	17.8466	19.1708
./image/7.jpg	9	300	300	3	0.071404	1.43803	29.6618	31.1713
./image/7.jpg	11	300	300	3	0.072501	1.64449	46.1617	47.8787
./image/7.jpg	13	300	300	3	0.077738	1.71754	70.7339	72.5292
./image/7.jpg	15	300	300	3	0.064778	1.78799	104.827	106.68
./image/8.jpg	3	400	600	3	0.071122	2.91159	8.0856	11.0683
./image/8.jpg	5	400	600	3	0.065952	2.5181	21.3577	23.9418
./image/8.jpg	7	400	600	3	0.063804	2.75286	42.7267	45.5434
./image/8.jpg	9	400	600	3	0.06591	2.9751	74.4022	77.4432
./image/8.jpg	11	400	600	3	0.067124	3.0341	116.613	119.714
./image/8.jpg	13	400	600	3	0.071457	3.1846	169.239	172.495
./image/8.jpg	15	400	600	3	0.067785	3.31418	243.749	247.131
./image/9.jpg	3	400	600	3	0.066045	2.97491	8.14577	11.1867
./image/9.jpg	5	400	600	3	0.0642	2.57893	20.9604	23.6035
./image/9.jpg	7	400	600	3	0.064543	2.82817	42.0056	44.8983
./image/9.jpg	9	400	600	3	0.067348	2.97803	75.8111	78.8565
./image/9.jpg	11	400	600	3	0.067201	3.07415	127.866	131.007
./image/9.jpg	13	400	600	3	0.066359	3.21406	178.465	181.745
./image/9.jpg	15	400	600	3	0.070035	3.35759	263.365	266.793
./image/10.jpg	3	361	271	3	0.066636	0.864162	5.50628	6.43708
./image/10.jpg	5	361	271	3	0.066878	0.985576	10.8587	11.9111
./image/10.jpg	7	361	271	3	0.066675	1.10292	19.5021	20.6717
./image/10.jpg	9	361	271	3	0.067051	1.25556	32.7719	34.0945
./image/10.jpg	11	361	271	3	0.065941	1.45308	53.782	55.301
./image/10.jpg	13	361	271	3	0.066253	1.54785	80.1775	81.7916
./image/10.jpg	15	361	271	3	0.066915	1.65127	122.648	124.367
./image/11.jpg	3	1080	1920	3	0.069315	22.3226	43.1231	65.515
./image/11.jpg	5	1080	1920	3	0.070545	20.2884	151.993	172.352
./image/11.jpg	7	1080	1920	3	0.067752	21.936	337.742	359.746
./image/11.jpg	9	1080	1920	3	0.070011	22.5283	665.503	688.101
./image/11.jpg	11	1080	1920	3	0.068377	22.0849	1138.57	1160.72
./image/11.jpg	13	1080	1920	3	0.068058	22.9943	1816.16	1839.22
./image/11.jpg	15	1080	1920	3	0.067966	23.3523	2767.39	2790.81
./image/12.jpg	3	135	240	3	0.062706	0.468321	4.08509	4.61612
./image/12.jpg	5	135	240	3	0.069331	0.406063	5.96801	6.44341
./image/12.jpg	7	135	240	3	0.063165	0.498381	8.90018	9.46172
./image/12.jpg	9	135	240	3	0.062379	0.725088	12.4518	13.2393
./image/12.jpg	11	135	240	3	0.062079	0.727537	18.1057	18.8953
